League,Date,Time,Rodada,Home,Away,Odd_H_HT,Odd_D_HT,Odd_A_HT,Odd_H_FT,Odd_D_FT,Odd_A_FT,Odd_Over05_HT,Odd_Under05_HT,Odd_Over05_FT,Odd_Under05_FT,Odd_Over15_FT,Odd_Under15_FT,Odd_Over25_FT,Odd_Under25_FT,Odd_BTTS_Yes,Odd_BTTS_No,Odd_DC_1X,Odd_DC_12,Odd_DC_X2,PPG_Home,PPG_Away,XG_Home_Pre,XG_Away_Pre,XG_Total_Pre,Odd_Corners_H,Odd_Corners_D,Odd_Corners_A,Odd_Corners_Over75,Odd_Corners_Under75,Odd_Corners_Over85,Odd_Corners_Under85,Odd_Corners_Over95,Odd_Corners_Under95,Odd_Corners_Over105,Odd_Corners_Under105,Odd_Corners_Over115,Odd_Corners_Under115
Italy Serie B,2025-01-26,11:00:00,23,Reggiana,Palermo,3.4,1.95,3.1,2.75,3.0,2.37,1.47,2.5,1.08,7.5,1.42,2.8,2.15,1.61,1.88,1.8,1.5,1.35,1.39,1.18,1.09,1.34,1.29,2.63,2.1,6.4,1.9,1.41,2.65,1.68,2.05,2.08,1.66,2.65,1.41,3.55,1.24
Italy Serie B,2025-01-26,11:00:00,23,Pisa,Salernitana,2.4,2.1,4.4,1.73,3.4,4.2,1.41,2.65,1.06,8.5,1.35,3.1,2.0,1.73,1.9,1.77,1.22,1.28,1.93,2.45,0.6,1.45,1.05,2.5,1.6,6.4,2.65,1.46,2.5,1.77,1.93,2.23,1.57,2.9,1.34,3.9,1.21
Portugal LigaPro,2025-01-26,11:00:00,19,CD Mafra,UD Oliveirense,2.6,2.1,4.75,1.8,3.3,3.8,1.44,2.63,1.02,8.1,1.33,3.2,2.0,1.75,1.91,1.8,1.18,1.22,1.9,1.0,0.63,1.26,1.17,2.43,1.69,8.0,2.54,1.25,3.75,1.45,2.63,1.74,2.02,2.19,1.63,2.82,1.4
Italy Serie B,2025-01-26,11:00:00,23,Brescia,Catanzaro,2.9,2.0,3.6,2.2,3.1,3.0,1.44,2.55,1.08,7.5,1.38,3.0,2.1,1.65,1.87,1.82,1.35,1.32,1.58,1.27,1.1,1.63,1.2,2.83,1.79,6.25,2.25,1.47,2.48,1.78,1.92,2.23,1.56,2.9,1.34,3.95,1.2
France Ligue 1,2025-01-26,11:00:00,19,Le Havre,Brest,4.0,2.0,3.1,3.3,3.15,2.35,1.5,2.5,1.09,8.0,1.45,2.8,2.25,1.62,1.95,1.8,1.61,1.33,1.33,0.67,0.67,1.13,1.3,2.43,2.23,6.1,1.81,1.5,2.38,1.86,1.82,2.38,1.5,3.15,1.3,4.2,1.18
England Premier League,2025-01-26,11:00:00,23,Tottenham Hotspur,Leicester City,1.91,2.75,5.0,1.47,5.25,5.5,1.2,4.33,1.01,29.0,1.09,7.0,1.33,3.2,1.5,2.5,1.13,1.16,2.75,1.27,0.5,1.71,1.0,2.71,1.18,9.5,5.1,1.11,5.3,1.22,3.7,1.37,2.8,1.58,2.18,1.9,1.78
England Premier League,2025-01-26,11:00:00,23,Crystal Palace,Brentford,2.63,2.25,3.75,2.0,3.5,3.45,1.33,3.25,1.04,14.0,1.24,4.25,1.7,2.1,1.62,2.2,1.31,1.27,1.73,1.0,0.5,1.4,1.08,2.48,1.58,7.0,2.55,1.17,4.35,1.3,3.15,1.5,2.38,1.8,1.88,2.23,1.57
Croatia Prva HNL,2025-01-26,11:00:00,19,Rijeka,Lokomotiva Zagreb,2.1,2.2,7.0,1.48,3.9,6.0,1.44,2.63,1.05,8.5,1.3,3.3,2.05,1.75,2.25,1.57,1.06,1.17,2.6,2.11,1.22,1.66,1.53,3.19,1.4,9.2,3.66,1.25,3.28,1.52,2.43,2.38,1.91,2.38,1.54,3.2,1.26
Italy Serie A,2025-01-26,11:00:00,22,Udinese,Roma,4.0,2.1,2.88,3.35,3.3,2.2,1.44,2.63,1.07,9.5,1.36,3.2,2.05,1.75,1.8,1.95,1.61,1.32,1.34,1.4,0.6,1.04,1.21,2.25,2.3,6.45,2.01,1.27,3.4,1.5,2.4,1.88,1.8,2.5,1.47,3.5,1.26
Germany Bundesliga,2025-01-26,11:30:00,19,Hoffenheim,Eintracht Frankfurt,3.5,2.3,2.75,3.21,3.55,2.27,1.33,3.25,1.03,13.0,1.22,4.33,1.7,2.1,1.57,2.25,1.65,1.27,1.37,1.11,1.78,1.74,1.41,3.15,2.05,7.0,2.0,1.18,4.4,1.34,3.0,1.6,2.15,2.05,1.68,2.7,1.4
Belgium Pro League,2025-01-26,12:00:00,23,Beerschot-Wilrijk,Union Saint-Gilloise,5.5,2.3,2.0,6.2,4.4,1.46,1.33,3.0,1.04,10.0,1.25,3.95,1.7,2.0,1.83,1.85,2.5,1.21,1.13,1.09,1.18,1.3,1.43,2.73,3.55,7.0,1.34,1.29,3.2,1.49,2.4,1.79,1.9,2.18,1.58,2.8,1.38
Romania Liga I,2025-01-26,12:00:00,23,Sepsi,Oţelul Galaţi,2.33,2.0,5.8,1.89,3.39,4.1,1.57,2.29,1.06,7.5,1.47,2.55,2.35,1.53,2.26,1.55,1.16,1.24,1.95,1.64,1.18,1.35,1.38,2.73,1.66,7.9,2.68,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,3.8,1.24
Greece Super League,2025-01-26,12:00:00,20,Lamia,Aris,5.0,1.95,2.75,4.0,3.2,1.9,1.57,2.25,1.11,4.4,1.48,2.5,2.4,1.5,2.1,1.67,1.85,1.38,1.21,0.33,0.89,1.11,1.06,2.17,2.66,7.5,1.69,1.48,2.45,1.95,1.85,2.52,1.45,3.7,1.22,0.0,0.0
Spain Segunda División,2025-01-26,12:15:00,0,Real Oviedo,CD Castellón,2.38,2.2,5.0,1.93,3.72,4.0,1.4,2.75,1.05,9.0,1.3,3.4,1.96,1.85,1.83,1.83,1.18,1.22,2.05,2.0,1.36,1.59,1.27,2.86,1.58,6.5,2.65,1.29,3.35,1.53,2.41,1.87,1.87,2.38,1.54,3.2,1.32
Spain Segunda División,2025-01-26,12:15:00,24,Albacete Balompié,Almería,3.45,2.1,2.85,3.19,3.41,2.33,1.36,2.88,1.05,9.0,1.28,3.55,1.83,1.98,1.65,2.05,1.6,1.25,1.36,1.36,1.75,1.52,1.48,3.0,2.0,6.5,1.97,1.34,2.9,1.58,2.18,1.94,1.73,2.48,1.46,3.2,1.28
Spain La Liga,2025-01-26,12:15:00,21,Real Sociedad,Getafe CF,2.6,1.83,6.5,1.75,3.4,5.0,1.67,2.1,1.15,5.5,1.65,2.1,3.2,1.36,2.75,1.4,1.14,1.34,2.0,1.4,0.56,1.41,1.06,2.47,1.4,7.0,3.3,1.4,2.7,1.66,2.06,2.06,1.66,2.65,1.41,3.4,1.26
Portugal LigaPro,2025-01-26,12:30:00,19,União de Leiria,Portimonense,2.42,2.08,4.75,1.83,3.25,3.8,1.43,2.7,1.02,7.9,1.31,2.93,2.0,1.7,1.89,1.81,1.22,1.28,1.9,1.13,1.33,1.53,1.13,2.66,1.41,9.0,3.49,1.2,4.2,1.38,2.88,1.63,2.18,2.02,1.74,2.57,1.47
Portugal Liga NOS,2025-01-26,12:30:00,19,GD Estoril Praia,Vitória Guimarães,4.75,2.15,2.5,4.4,3.6,1.8,1.39,2.75,1.05,10.0,1.33,3.25,2.0,1.75,1.9,1.87,2.0,1.22,1.22,1.33,1.11,1.15,1.5,2.65,2.65,6.75,1.58,1.28,3.2,1.48,2.38,1.79,1.87,2.23,1.56,2.85,1.34
Switzerland Super League,2025-01-26,12:30:00,20,Luzern,Zürich,2.62,2.15,3.65,2.15,3.45,3.3,1.33,3.0,1.05,9.5,1.25,3.8,1.77,1.98,1.6,2.15,1.33,1.25,1.67,1.56,1.56,1.67,1.51,3.18,1.73,6.4,2.33,1.38,2.7,1.63,2.08,2.04,1.66,2.55,1.43,3.4,1.25
Portugal LigaPro,2025-01-26,12:30:00,19,Porto II,CD Tondela,3.84,2.08,2.75,3.0,3.2,2.1,1.42,2.74,1.02,8.3,1.28,3.08,1.95,1.75,1.79,1.92,1.65,1.3,1.32,1.25,1.67,1.04,1.39,2.43,1.91,8.0,2.2,1.2,4.2,1.38,2.88,1.63,2.18,2.02,1.74,2.57,1.47
Switzerland Super League,2025-01-26,12:30:00,20,Basel,Sion,2.2,2.25,4.5,1.76,3.77,4.2,1.33,3.1,1.04,10.0,1.25,3.95,1.7,2.0,1.67,2.05,1.18,1.2,2.1,1.78,1.11,1.76,1.37,3.13,1.54,6.75,2.7,1.29,3.15,1.49,2.35,1.81,1.85,2.28,1.53,2.95,1.33
Netherlands Eerste Divisie,2025-01-26,12:45:00,23,Helmond Sport,AZ II,2.55,2.25,3.5,2.15,3.55,3.1,1.28,3.3,1.04,10.0,1.2,4.5,1.6,2.3,1.48,2.4,1.35,1.25,1.67,1.5,1.27,1.46,1.31,2.77,1.83,6.4,2.18,1.32,3.05,1.54,2.28,1.89,1.8,2.38,1.5,3.05,1.3
Netherlands Eredivisie,2025-01-26,12:45:00,20,AZ,Sparta Rotterdam,2.1,2.3,5.5,1.59,4.4,5.6,1.33,3.25,1.03,15.0,1.24,3.92,1.83,1.98,1.8,1.95,1.15,1.23,2.3,1.78,1.0,1.77,1.43,3.2,1.25,8.0,4.3,1.18,4.1,1.32,3.05,1.54,2.3,1.85,1.83,2.3,1.53
Turkey Süper Lig,2025-01-26,13:00:00,21,Fenerbahçe,Göztepe,1.85,2.6,6.5,1.35,5.14,7.76,1.3,3.75,1.03,19.0,1.17,4.75,1.55,2.4,1.78,2.0,1.11,1.2,3.25,2.63,0.67,2.02,1.3,3.32,1.27,7.5,4.1,1.37,2.8,1.64,2.1,2.0,1.71,2.55,1.43,3.3,1.27
France Ligue 1,2025-01-26,13:15:00,19,Nantes,Olympique Lyonnais,3.75,2.2,2.75,3.5,3.66,2.1,1.36,3.0,1.01,10.5,1.27,3.98,1.82,2.0,1.67,2.1,1.72,1.28,1.32,1.13,1.33,1.4,1.28,2.68,2.1,6.4,1.89,1.3,3.15,1.5,2.33,1.83,1.85,2.3,1.53,2.95,1.33
France Ligue 1,2025-01-26,13:15:00,19,Toulouse,Montpellier,2.2,2.3,5.5,1.62,4.2,5.6,1.33,3.25,1.04,11.0,1.23,3.8,1.75,2.05,1.75,2.0,1.16,1.23,2.25,1.56,0.0,1.48,1.19,2.67,1.44,6.5,3.2,1.4,2.65,1.67,2.05,2.08,1.65,2.7,1.4,3.65,1.23
Italy Serie B,2025-01-26,13:15:00,23,Cremonese,Modena,2.6,1.95,4.5,1.83,3.1,4.0,1.5,2.4,1.09,7.0,1.45,2.65,2.37,1.53,2.1,1.65,1.22,1.33,1.82,1.45,0.82,1.71,1.17,2.88,1.56,6.5,2.7,1.38,2.8,1.65,2.1,2.02,1.7,2.55,1.44,3.4,1.26
France Ligue 1,2025-01-26,13:15:00,19,Lens,Angers SCO,2.0,2.38,6.5,1.45,4.9,7.2,1.36,3.0,1.04,10.5,1.27,3.7,1.84,1.97,1.95,1.8,1.11,1.2,2.6,1.22,1.33,1.64,1.13,2.77,1.3,7.0,3.9,1.37,2.8,1.63,2.12,1.98,1.72,2.55,1.44,3.4,1.26
England Premier League,2025-01-26,13:30:00,23,Aston Villa,West Ham United,2.1,2.38,5.5,1.57,4.1,5.5,1.33,3.25,1.03,16.0,1.23,4.45,1.75,2.05,1.75,2.0,1.15,1.22,2.3,2.0,1.2,1.51,1.44,2.95,1.3,8.0,3.65,1.16,4.3,1.3,3.05,1.5,2.35,1.8,1.89,2.2,1.58
Germany Bundesliga,2025-01-26,13:30:00,19,St. Pauli,Union Berlin,3.2,2.0,3.75,2.6,3.15,3.0,1.5,2.5,1.09,8.0,1.42,2.9,2.25,1.62,1.91,1.91,1.39,1.35,1.51,0.63,0.56,1.31,1.18,2.49,1.8,6.8,2.32,1.25,3.6,1.47,2.45,1.83,1.85,2.4,1.49,3.4,1.28
Croatia Prva HNL,2025-01-26,13:30:00,19,Hajduk Split,Slaven Koprivnica,1.95,2.38,7.0,1.4,4.1,7.5,1.36,3.0,0.0,0.0,0.0,0.0,1.85,1.95,2.0,1.73,0.0,0.0,0.0,2.56,0.78,1.54,1.45,2.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Italy Serie A,2025-01-26,14:00:00,22,Lecce,Inter Milan,8.0,2.5,1.8,8.5,5.3,1.37,1.3,3.4,1.02,17.0,1.2,4.5,1.65,2.2,2.0,1.75,3.2,1.16,1.07,1.3,2.56,1.3,1.63,2.93,5.25,12.0,1.23,1.29,3.25,1.53,2.3,1.95,1.75,2.6,1.43,3.7,1.24
Spain Segunda División,2025-01-26,14:30:00,24,Racing Club de Ferrol,Burgos CF,3.5,1.83,4.0,2.53,3.19,3.06,1.62,2.2,1.12,6.0,1.53,2.3,2.6,1.44,2.2,1.62,1.36,1.35,1.47,0.75,0.82,1.22,1.2,2.42,1.76,6.5,2.3,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,3.8,1.24
Spain Segunda División,2025-01-26,14:30:00,24,Málaga CF,Real Zaragoza,3.4,1.95,3.75,2.57,3.39,2.85,1.57,2.25,1.09,7.0,1.48,2.6,2.2,1.6,2.1,1.67,1.38,1.3,1.5,1.82,1.33,1.34,1.32,2.66,1.84,6.5,2.17,1.4,2.82,1.68,2.12,2.11,1.68,2.75,1.42,3.8,1.24
Spain La Liga,2025-01-26,14:30:00,21,Athletic Club Bilbao,Leganés,1.95,2.2,9.0,1.38,5.0,7.5,1.44,2.63,1.07,10.0,1.38,3.1,2.1,1.73,2.63,1.44,1.08,1.2,2.87,2.1,0.9,1.31,0.9,2.21,1.21,8.5,4.8,1.34,2.9,1.58,2.18,1.95,1.75,2.4,1.49,3.15,1.3
Belgium Pro League,2025-01-26,14:30:00,23,RSC Anderlecht,KV Mechelen,2.5,2.25,4.33,1.81,3.73,3.98,1.36,3.0,1.03,13.0,1.24,3.89,1.77,1.98,1.7,2.05,1.24,1.27,1.88,1.64,0.9,1.69,1.29,2.98,1.57,6.75,2.65,1.27,3.3,1.49,2.43,1.7,2.05,2.2,1.58,2.8,1.36
Greece Super League,2025-01-26,14:30:00,20,PAOK,Levadiakos,1.73,2.5,9.5,1.25,5.5,10.0,1.33,3.25,1.01,13.0,1.23,4.0,1.65,2.1,2.2,1.62,1.05,1.16,3.6,1.22,0.89,1.7,1.05,2.75,1.23,8.0,4.6,1.35,2.7,1.6,2.05,2.0,1.64,2.5,1.4,3.25,1.24
Romania Liga I,2025-01-26,15:00:00,23,UTA Arad,FCSB,5.2,2.16,2.25,4.6,3.45,1.62,1.44,2.6,1.03,9.0,1.32,3.2,1.95,1.75,1.87,1.79,1.9,1.24,1.17,1.36,1.73,1.63,1.58,3.21,3.07,8.5,1.51,1.36,2.98,1.62,2.22,2.02,1.74,2.6,1.46,3.58,1.27
Portugal Liga NOS,2025-01-26,15:00:00,19,Porto,Santa Clara,1.91,2.2,7.0,1.44,4.33,7.0,1.4,2.75,1.06,8.5,1.35,3.1,2.0,1.73,2.3,1.55,1.08,1.18,2.7,3.0,1.5,1.95,1.08,3.03,1.22,8.5,4.6,1.3,3.05,1.52,2.28,1.84,1.82,2.32,1.52,2.95,1.33
Belgium Pro League,2025-01-26,15:15:00,23,OH Leuven,KAA Gent,3.2,2.1,3.4,2.52,3.21,2.77,1.4,2.75,1.04,9.45,1.31,3.32,1.89,1.85,1.75,2.0,1.42,1.32,1.51,1.7,1.27,1.29,1.15,2.44,1.7,6.75,2.4,1.21,3.9,1.38,2.8,1.61,2.15,1.95,1.77,2.48,1.47
Greece Super League,2025-01-26,15:30:00,20,Olympiakos Piraeus,Panathinaikos,2.5,2.05,5.0,1.85,3.35,4.0,1.44,2.63,1.08,5.2,1.39,2.85,2.1,1.65,2.0,1.75,1.2,1.35,1.93,2.56,2.0,1.93,1.54,3.47,1.58,6.25,2.65,1.46,2.35,1.79,1.81,2.3,1.48,3.0,1.29,4.1,1.16
England Premier League,2025-01-26,16:00:00,23,Fulham,Manchester United,2.88,2.2,3.6,2.35,3.45,3.0,1.36,3.0,1.06,11.0,1.3,3.7,1.88,1.88,1.67,2.1,1.37,1.31,1.58,1.55,1.0,1.57,1.35,2.92,1.68,6.75,2.4,1.2,3.9,1.37,2.8,1.61,2.14,1.96,1.73,2.45,1.48
France Ligue 1,2025-01-26,16:45:00,19,Nice,Olympique Marseille,3.4,2.3,2.88,3.0,3.52,2.4,1.33,3.25,1.04,13.0,1.24,4.2,1.7,2.1,1.57,2.25,1.6,1.28,1.4,2.25,2.67,1.58,1.35,2.93,1.95,6.25,2.05,1.46,2.5,1.76,1.93,2.23,1.56,2.9,1.34,3.9,1.2
Italy Serie A,2025-01-26,16:45:00,22,Lazio,Fiorentina,2.63,2.2,4.0,2.11,3.52,3.62,1.4,2.75,1.06,10.0,1.33,3.4,1.89,1.81,1.8,1.95,1.3,1.3,1.72,2.1,1.5,1.44,1.27,2.71,1.82,8.2,2.4,1.34,3.0,1.63,2.1,2.1,1.65,2.87,1.36,4.2,1.2
Spain La Liga,2025-01-26,17:00:00,21,FC Barcelona,Valencia CF,1.62,2.88,9.0,1.22,7.5,9.5,1.22,4.0,1.01,17.0,1.12,6.5,1.4,3.0,1.95,1.8,1.04,1.11,4.1,1.88,0.4,2.02,0.92,2.94,1.18,9.0,5.1,1.28,3.3,1.47,2.43,1.77,1.91,2.18,1.58,2.8,1.37
Portugal Liga NOS,2025-01-26,17:30:00,19,Sporting Braga,Boavista FC,1.62,2.75,10.0,1.28,5.5,10.0,1.29,3.5,1.02,19.0,1.16,5.0,1.67,2.05,2.1,1.67,1.04,1.12,4.1,1.33,1.0,1.66,0.92,2.58,1.14,11.0,6.5,1.29,3.35,1.53,2.41,1.8,1.91,2.38,1.54,3.2,1.32
